narration,amount,merchant,merchant_frequency,is_recurring,cadence
RTGS-HP-REF206516,1501.51,HP,20,0,one-time
RTGS-BESCOM-REF836168,40074.91,BESCOM,29,0,one-time
RECURRING-MONTHLY-CARD-Swiggy-REF963257,832.65,Swiggy,33,1,monthly
NEFT-EMPLOYER-REF105767,34865.64,,219,0,one-time
IMPS-Kuvera-REF986663,28677.21,Kuvera,27,0,one-time
NACH-SHELL-077017,1722.76,Shell,38,0,one-time
IMPS-IRCTC-REF527413,11868.28,IRCTC,20,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-JOHN DOE-8624194236@okhdfcbank,33740.29,,270,1,monthly
NACH-Myntra-REF414855,4067.54,Myntra,36,0,one-time
UPI-JANE SMITH-7304327723@okhdfcbank,45388.87,,245,0,one-time
NACH-Amazon-REF303171,2249.78,Amazon,45,0,one-time
UPI-LANDLORD-2643232696@okhdfcbank,32402.37,,270,0,one-time
NEFT-Swiggy-REF778700,686.34,Swiggy,33,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-NACH-Amazon-REF560746,1560.37,Amazon,42,1,monthly
UPI-JOHN DOE-0318642081@okhdfcbank,37686.26,,270,0,one-time
UPI-AMAZON-2373513251@ybl-791722,41625.63,Amazon,39,0,one-time
NACH-LIC-REF461303,9217.23,LIC,26,0,one-time
NEFT-EMPLOYER-REF951552,5504.59,,270,0,one-time
NEFT-UDEMY-REF150715,29431.89,Udemy,39,0,one-time
RECURRING-MONTHLY-RTGS-Cure.fit-REF997489,2342.88,Cure.fit,23,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-NACH-Fortis-REF109502,6422.21,Fortis,32,1,monthly
UPI-Cure.fit-REF912167,1725.97,Cure.fit,20,0,one-time
RECURRING-MONTHLY-RTGS-Spotify-REF926329,996.67,Spotify,48,1,monthly
RECURRING-MONTHLY-UPI-NETFLIX-7432403029@ybl-344093,234.04,Netflix,55,1,monthly
RECURRING-MONTHLY-NACH-1mg-REF419783,7610.8,1mg,20,1,monthly
UPI-BLINKIT-5666369023@ybl-642079,1777.11,Blinkit,34,0,one-time
RTGS-HP-REF911673,1466.66,HP,20,0,one-time
UPI-MYNTRA-4020039657@ybl-598642,26243.72,Myntra,36,0,one-time
RECURRING-MONTHLY-UPI-JANE SMITH-1044476904@okhdfcbank,109230.97,,272,1,monthly
UPI-AMEX-5786869262@ybl-423939,14072.88,AmEx,13,0,one-time
UPI-YouTube Premium-REF729861,936.89,YouTube Premium,20,0,one-time
IMPS-1mg-REF118567,5644.09,1mg,20,0,one-time
CARD-88678330,10886.71,Apollo,38,0,one-time
UPI-Indigo-REF257024,1887.15,Indigo,32,0,one-time
NACH-Ola-REF823561,9813.62,Ola,20,0,one-time
UPI-Zepto-REF155792,1528.31,Zepto,34,0,one-time
CARD-Cure.fit-REF247675,1090.76,Cure.fit,20,0,one-time
UPI-JOHN DOE-1072146905@okhdfcbank,23155.96,,270,0,one-time
RECURRING-MONTHLY-NEFT-UberEats-REF745738,967.33,UberEats,29,1,monthly
RECURRING-QUARTERLY-NACH-BookMyShow-REF275854,304.38,BookMyShow,20,1,quarterly
NEFT-NETFLIX-REF596208,15945.18,Netflix,47,0,one-time
NACH-AMAZON-600156,6772.91,Amazon,33,0,one-time
RTGS-HP-REF206516,1501.51,HP,20,0,one-time
IMPS-PERSON A-579865,26410.39,,270,0,one-time
NACH-Apollo-REF532100,4099.08,Apollo,38,0,one-time
RECURRING-QUARTERLY-NEFT-Vodafone-REF796692,4327.81,Vodafone,20,1,quarterly
RECURRING-MONTHLY-UPI-ICICI PRU-7260113165@ybl-413166,5070.33,ICICI Pru,35,1,monthly
NEFT-Groww-REF964370,5414.91,Groww,31,0,one-time
NEFT-Fortis-REF694437,6320.58,Fortis,32,0,one-time
UPI-1mg-REF772431,6886.57,1mg,20,0,one-time
RECURRING-WEEKLY-NACH-Jio-REF776073,2121.16,Jio,26,1,weekly
NACH-SWIGGY-399773,16569.79,Swiggy,33,0,one-time
IMPS-LIC-REF509166,8695.91,LIC,24,0,one-time
UPI-Fortis-REF668468,7509.3,Fortis,32,0,one-time
UPI-KFC-1416514627@ybl-457009,50688.9,KFC,37,0,one-time
RECURRING-QUARTERLY-UPI-Byju's-REF642702,4498.52,Byju's,20,1,quarterly
RECURRING-QUARTERLY-NEFT-ICICI Lombard-REF763261,7946.18,ICICI Lombard,20,1,quarterly
RECURRING-MONTHLY-UPI-LIC-3232463384@ybl-877323,10252.82,LIC,26,1,monthly
RTGS-COURSERA-REF089661,48071.47,Coursera,31,0,one-time
UPI-JOHN DOE-9419830415@okhdfcbank,49858.36,,270,0,one-time
UPI-AMEX-8949023151@ybl-483512,7444.63,AmEx,13,0,one-time
UPI-ICICI Pru-REF551245,7954.01,ICICI Pru,35,0,one-time
RECURRING-MONTHLY-NACH-Upstox-REF184191,35245.04,Upstox,20,1,monthly
IMPS-PERSON A-809371,1504.47,Zomato,28,0,one-time
RECURRING-MONTHLY-NEFT-ICICI Pru-REF481817,6474.37,ICICI Pru,35,1,monthly
CARD-Cure.fit-REF247675,1067.82,Cure.fit,20,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-NACH-Paytm-REF511732,1655.39,Paytm,20,1,weekly
RTGS-IOC-REF562791,1705.17,IOC,20,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-RTGS-Spotify-REF900827,469.91,Spotify,48,1,monthly
RECURRING-MONTHLY-NACH-Kuvera-REF140098,40477.37,Kuvera,27,1,monthly
RECURRING-DAILY-RECURRING-WEEKLY-NEFT-IOC-REF689314,830.52,IOC,20,1,daily
RECURRING-MONTHLY-RTGS-BookMyShow-REF982101,534.0,BookMyShow,20,1,monthly
NEFT-PayU-REF471381,32320.46,PayU,20,0,one-time
NEFT-EMPLOYER-REF856819,35052.73,,270,0,one-time
NEFT-EMPLOYER-REF935208,26181.05,,270,0,one-time
IMPS-Netflix-REF996545,854.35,Netflix,47,0,one-time
UPI-JOHN DOE-9419830415@okhdfcbank,49858.36,,307,0,one-time
IMPS-Kuvera-REF986663,28959.65,Kuvera,27,0,one-time
UPI-HDFC Life-REF177120,7253.41,HDFC Life,29,0,one-time
UPI-SWIGGY-6511358286@ybl-345811,37078.02,Swiggy,33,0,one-time
NACH-PROVIDER-884890,23084.84,,270,0,one-time
NACH-BSNL-REF589693,3444.77,BSNL,20,0,one-time
UPI-KUVERA-9266065516@ybl-939080,2923.1,Kuvera,25,0,one-time
RECURRING-WEEKLY-RECURRING-DAILY-NACH-Zepto-REF121109,2212.23,Zepto,40,1,weekly
NACH-Byju's-REF358878,819.5,Byju's,20,0,one-time
NACH-PROVIDER-756225,40520.76,,270,0,one-time
RECURRING-MONTHLY-UPI-JANE SMITH-0223512670@okhdfcbank,15981.15,,270,1,monthly
CARD-CRED-REF172258,5508.61,CRED,37,0,one-time
UPI-MAKEMYTRIP-7387879212@ybl-248056,11686.52,MakeMyTrip,31,0,one-time
RTGS-Medibuddy-REF216938,9721.54,Medibuddy,20,0,one-time
RECURRING-MONTHLY-UPI-SPOTIFY-7736765018@ybl-014127,271.84,Spotify,48,1,monthly
CARD-BESCOM-REF961866,3917.27,BESCOM,29,0,one-time
UPI-JANE SMITH-1185687973@okhdfcbank,4477.31,,291,0,one-time
NACH-Skyscanner-REF547973,6534.92,Skyscanner,29,0,one-time
NEFT-Reliance-REF561235,1112.2,Reliance,20,0,one-time
UPI-LANDLORD-2356290447@okhdfcbank,7501.36,,270,0,one-time
CARD-HDFC Life-REF787397,3505.27,HDFC Life,29,0,one-time
RTGS-Practo-REF685411,8752.72,Practo,17,0,one-time
NEFT-HP-REF124981,1574.41,HP,20,0,one-time
UPI-Google Pay-REF818454,1559.8,Google Pay,20,0,one-time
RTGS-ZEPTO-REF593385,586.29,Zepto,34,0,one-time
UPI-FORTIS-4120066433@ybl-102716,25269.3,Fortis,32,0,one-time
CARD-39306420,33258.67,Flipkart,29,0,one-time
UPI-AMAZON-9407591609@ybl-327415,4830.26,Amazon,31,0,one-time
NACH-PROVIDER-011692,22754.34,,270,0,one-time
IMPS-Razorpay-REF146077,6839.07,Razorpay,17,0,one-time
RECURRING-MONTHLY-RTGS-Starbucks-REF394784,769.84,Starbucks,33,1,monthly
RECURRING-MONTHLY-NACH-Reliance-REF507696,1969.07,Reliance,20,1,monthly
UPI-OYO-REF489382,10796.56,OYO,30,0,one-time
RECURRING-MONTHLY-UPI-NETFLIX-0161712286@ybl-270818,827.47,Netflix,47,1,monthly
NEFT-Prime Video-REF842423,388.2,Prime Video,35,0,one-time
NACH-NETFLIX-099843,50292.36,Netflix,47,0,one-time
RECURRING-MONTHLY-IMPS-IRCTC-REF267181,4811.51,IRCTC,20,1,monthly
CARD-04761031,1379.75,BigBasket,36,0,one-time
UPI-KFC-REF897926,1409.94,KFC,37,0,one-time
UPI-KFC-6563349490@ybl-701975,296.08,KFC,37,0,one-time
IMPS-PERSON B-481769,31507.51,KFC,36,0,one-time
RECURRING-MONTHLY-NACH-HDFC Life-REF880574,9819.74,HDFC Life,29,1,monthly
RECURRING-MONTHLY-NEFT-Uber-REF396992,2135.1,Uber,20,1,monthly
IMPS-Shell-REF672714,1007.8,Shell,38,0,one-time
UPI-Blinkit-REF491534,541.58,Blinkit,35,0,one-time
RECURRING-WEEKLY-IMPS-KFC-REF997785,1460.62,KFC,37,1,weekly
IMPS-TATA Power-REF197129,2195.17,TATA Power,20,0,one-time
NACH-Amazon-REF303171,2275.47,Amazon,39,0,one-time
RECURRING-WEEKLY-NEFT-Spotify-REF477208,962.4,Spotify,48,1,weekly
UPI-CRED-4403446249@ybl-194634,14677.37,CRED,44,0,one-time
NEFT-ICICI Pru-REF338069,3907.03,ICICI Pru,35,0,one-time
NACH-Unacademy-REF459087,2560.96,Unacademy,18,0,one-time
UPI-ZERODHA-3424259616@ybl-526560,9597.82,Zerodha,32,0,one-time
IMPS-Unacademy-REF976592,2327.91,Unacademy,20,0,one-time
IMPS-PERSON A-691495,323.09,UberEats,29,0,one-time
NEFT-Moneycontrol-REF897251,10312.71,Moneycontrol,23,0,one-time
RECURRING-MONTHLY-UPI-LIC-0680914949@ybl-983880,12092.23,LIC,26,1,monthly
NEFT-Moneycontrol-REF160500,35713.72,Moneycontrol,20,0,one-time
RTGS-UDEMY-REF544955,41208.21,Udemy,36,0,one-time
IMPS-CRED-REF806769,42089.22,CRED,39,0,one-time
CARD-IOC-REF130305,1757.49,IOC,20,0,one-time
RTGS-ZOMATO-REF769216,471.15,Zomato,26,0,one-time
NACH-FLIPKART-291706,12523.22,Flipkart,30,0,one-time
UPI-OYO-REF489382,11015.15,OYO,30,0,one-time
IMPS-PERSON B-895694,40108.26,Jio,26,0,one-time
RTGS-Flipkart-REF166501,2636.81,Flipkart,30,0,one-time
RECURRING-MONTHLY-RTGS-BigBasket-REF612183,1465.0,BigBasket,42,1,monthly
IMPS-Netflix-REF705630,829.2,Netflix,47,0,one-time
CARD-Zerodha-REF687869,17551.48,Zerodha,32,0,one-time
RECURRING-WEEKLY-RTGS-KFC-REF832593,638.64,KFC,37,1,weekly
CARD-IRCTC-REF990490,5927.07,IRCTC,21,0,one-time
CARD-80168912,30295.0,Airtel,35,0,one-time
RECURRING-MONTHLY-CARD-Kuvera-REF456693,7792.97,Kuvera,24,1,monthly
NACH-Jio-REF411353,568.36,Jio,29,0,one-time
RECURRING-QUARTERLY-RECURRING-MONTHLY-NEFT-Uber-REF396992,2135.1,Uber,20,1,quarterly
UPI-MYNTRA-4020039657@ybl-598642,23636.27,Myntra,36,0,one-time
RECURRING-MONTHLY-RECURRING-QUARTERLY-RTGS-Indigo-REF883165,1070.89,Indigo,32,1,monthly
IMPS-PERSON B-463036,1372.48,Shell,38,0,one-time
NACH-PRIME VIDEO-966053,32673.68,Prime Video,40,0,one-time
UPI-JANE SMITH-0060436831@okhdfcbank,15521.75,,270,0,one-time
CARD-Moneycontrol-REF832279,10861.42,Moneycontrol,20,0,one-time
RECURRING-MONTHLY-NACH-Cure.fit-REF482211,2001.51,Cure.fit,17,1,monthly
RECURRING-QUARTERLY-RECURRING-MONTHLY-IMPS-Razorpay-REF129907,29185.01,Razorpay,20,1,quarterly
NACH-Practo-REF805962,2932.75,Practo,21,0,one-time
IMPS-BSNL-REF531082,3316.78,BSNL,20,0,one-time
RECURRING-MONTHLY-CARD-Netflix-REF235519,324.92,Netflix,47,1,monthly
RECURRING-WEEKLY-NEFT-BookMyShow-REF869768,294.04,BookMyShow,23,1,weekly
UPI-AIRTEL-0114689646@ybl-936633,20844.79,Airtel,35,0,one-time
RECURRING-MONTHLY-RECURRING-QUARTERLY-IMPS-Reliance-REF585056,1291.72,Reliance,16,1,monthly
RTGS-BANK-REF118147,4775.18,,270,0,one-time
NEFT-Netflix-REF216299,395.71,Netflix,47,0,one-time
RECURRING-MONTHLY-CARD-YouTube Premium-REF281012,278.81,YouTube Premium,20,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-RTGS-Zomato-REF601798,623.75,Zomato,30,1,monthly
NACH-NETFLIX-976247,18074.26,Netflix,47,0,one-time
RECURRING-QUARTERLY-IMPS-Myntra-REF558911,2766.59,Myntra,36,1,quarterly
CARD-LinkedIn Learning-REF240210,3131.53,LinkedIn Learning,20,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-NACH-KFC-REF534967,1868.6,KFC,37,1,weekly
CARD-26364567,30656.86,Prime Video,40,0,one-time
UPI-IRCTC-REF458310,6743.46,IRCTC,20,0,one-time
UPI-ZEPTO-0846433592@ybl-018915,4803.56,Zepto,34,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-UPI-ICICI PRU-2309896449@ybl-967341,14828.35,ICICI Pru,35,1,monthly
UPI-YouTube Premium-REF820035,635.55,YouTube Premium,20,0,one-time
RECURRING-WEEKLY-CARD-Unacademy-REF313042,984.11,Unacademy,20,1,weekly
RECURRING-MONTHLY-RECURRING-MONTHLY-IMPS-Ola-REF636191,15920.64,Ola,19,1,monthly
RTGS-YouTube Premium-REF843307,871.8,YouTube Premium,20,0,one-time
UPI-MAKEMYTRIP-7387879212@ybl-248056,11980.04,MakeMyTrip,36,0,one-time
RTGS-SWIGGY-REF762799,43228.64,Swiggy,33,0,one-time
NACH-Unacademy-REF206818,2907.64,Unacademy,20,0,one-time
RTGS-Google Pay-REF596740,3899.57,Google Pay,20,0,one-time
RECURRING-DAILY-RECURRING-MONTHLY-RTGS-Jio-REF649792,3963.96,Jio,26,1,daily
RTGS-Shell-REF160543,1538.32,Shell,38,0,one-time
UPI-KUVERA-9384930981@ybl-819319,10404.38,Kuvera,27,0,one-time
RTGS-BANK-REF557074,44835.91,,270,0,one-time
RECURRING-MONTHLY-UPI-SPOTIFY-7567921611@ybl-534515,825.77,Spotify,48,1,monthly
CARD-Byju's-REF666305,1823.28,Byju's,20,0,one-time
RTGS-KFC-REF567075,1907.11,KFC,37,0,one-time
UPI-Amazon-REF992991,1131.86,Amazon,39,0,one-time
RECURRING-MONTHLY-NEFT-Razorpay-REF400314,19860.9,Razorpay,20,1,monthly
NEFT-EMPLOYER-REF105767,34035.57,,240,0,one-time
UPI-NETFLIX-1352803977@ybl-718659,20455.77,Netflix,47,0,one-time
IMPS-PERSON B-395187,483.25,UberEats,29,0,one-time
NACH-Ola-REF823561,10389.44,Ola,20,0,one-time
CARD-04761031,1324.01,BigBasket,36,0,one-time
RECURRING-WEEKLY-RECURRING-QUARTERLY-RTGS-LinkedIn Learning-REF322340,2247.15,LinkedIn Learning,20,1,weekly
CARD-07345522,34918.66,Amazon,39,0,one-time
RECURRING-QUARTERLY-RECURRING-DAILY-CARD-Vodafone-REF286380,5107.14,Vodafone,20,1,quarterly
RECURRING-MONTHLY-UPI-LIC-1328316630@ybl-774768,13392.95,LIC,26,1,monthly
NEFT-Reliance-REF561235,1303.2,Reliance,20,0,one-time
NEFT-Indigo-REF570569,1193.99,Indigo,34,0,one-time
CARD-Moneycontrol-REF832279,11829.49,Moneycontrol,16,0,one-time
RECURRING-MONTHLY-IMPS-1mg-REF321352,2232.82,1mg,20,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-IMPS-Zomato-REF275259,1037.62,Zomato,27,1,monthly
RECURRING-QUARTERLY-RTGS-Coursera-REF561896,3180.16,Coursera,31,1,quarterly
RECURRING-WEEKLY-IMPS-ICICI Lombard-REF859085,9970.15,ICICI Lombard,20,1,weekly
CARD-39306420,38028.92,Flipkart,30,0,one-time
RTGS-PRIME VIDEO-REF863023,11082.8,Prime Video,40,0,one-time
CARD-Byju's-REF666305,1478.6,Byju's,22,0,one-time
RECURRING-MONTHLY-UPI-JOHN DOE-0420762754@okhdfcbank,97698.89,,270,1,monthly
CARD-44330729,19675.05,,270,0,one-time
RTGS-SWIGGY-REF949585,1303.26,Swiggy,33,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-UPI-NETFLIX-3358029248@ybl-378084,336.98,Netflix,47,1,weekly
UPI-JOHN DOE-7888265414@okhdfcbank,28177.92,,270,0,one-time
UPI-CRED-REF460832,32073.22,CRED,37,0,one-time
UPI-CRED-6660279311@ybl-607905,21000.24,CRED,37,0,one-time
RECURRING-MONTHLY-CARD-Uber-REF868840,12362.98,Uber,20,1,monthly
IMPS-PERSON B-895694,40108.26,Jio,26,0,one-time
IMPS-Udemy-REF227683,3366.63,Udemy,39,0,one-time
CARD-CRED-REF172258,6129.6,CRED,42,0,one-time
RECURRING-MONTHLY-NACH-Amazon-REF171469,3556.53,Amazon,39,1,monthly
UPI-AMAZON-8432308834@ybl-099404,24676.68,Amazon,39,0,one-time
UPI-LANDLORD-4392416664@okhdfcbank,1571.17,,256,0,one-time
NACH-BLINKIT-675693,1354.99,Blinkit,35,0,one-time
RTGS-Shell-REF454808,1979.4,Shell,38,0,one-time
RECURRING-MONTHLY-RECURRING-MONTHLY-IMPS-Kuvera-REF577547,16230.9,Kuvera,29,1,monthly
IMPS-Upstox-REF738862,37270.81,Upstox,17,0,one-time
CARD-IOC-REF130305,1757.49,IOC,20,0,one-time
RTGS-BANK-REF144597,31530.25,,270,0,one-time
RECURRING-WEEKLY-RECURRING-MONTHLY-UPI-ICICI PRU-7294384972@ybl-853761,10880.07,ICICI Pru,33,1,weekly
CARD-81351101,23899.76,OYO,30,0,one-time
RTGS-UDEMY-REF248641,1938.83,Udemy,39,0,one-time
UPI-JOHN DOE-8886667692@okhdfcbank,23406.52,,270,0,one-time
UPI-LANDLORD-3644972946@okhdfcbank,29017.89,,270,0,one-time
RECURRING-MONTHLY-NACH-Blinkit-REF171049,2817.83,Blinkit,35,1,monthly
UPI-Groww-REF122866,43259.91,Groww,32,0,one-time
RECURRING-DAILY-RTGS-Groww-REF528213,5581.07,Groww,31,1,daily
RECURRING-MONTHLY-UPI-LANDLORD-9585113878@okhdfcbank,73762.19,,263,1,monthly
IMPS-IOC-REF956337,1433.98,IOC,20,0,one-time
RECURRING-MONTHLY-IMPS-Uber-REF853972,7753.75,Uber,20,1,monthly
CARD-86612031,371.15,Starbucks,33,0,one-time
RECURRING-MONTHLY-UPI-YouTube Premium-REF932121,395.83,YouTube Premium,20,1,monthly
UPI-Blinkit-REF229561,1631.19,Blinkit,35,0,one-time
RECURRING-QUARTERLY-IMPS-Bajaj Allianz-REF388839,2847.92,Bajaj Allianz,20,1,quarterly
RECURRING-MONTHLY-IMPS-1mg-REF268399,6645.14,1mg,20,1,monthly
NACH-ICICI Lombard-REF398095,2150.36,ICICI Lombard,20,0,one-time
RECURRING-MONTHLY-RTGS-HP-REF858264,566.63,HP,19,1,monthly
CARD-Zerodha-REF330416,22939.62,Zerodha,32,0,one-time
RECURRING-MONTHLY-RTGS-Hotstar-REF755717,718.54,Hotstar,17,1,monthly
RECURRING-WEEKLY-RECURRING-MONTHLY-IMPS-Myntra-REF946185,3798.28,Myntra,33,1,weekly
UPI-ZEPTO-4563720605@ybl-825190,1298.03,Zepto,34,0,one-time
RTGS-AIRTEL-REF138129,36654.34,Airtel,35,0,one-time
IMPS-PERSON B-160991,38528.87,,258,0,one-time
RECURRING-MONTHLY-RECURRING-QUARTERLY-NEFT-Skyscanner-REF906789,2607.27,Skyscanner,29,1,monthly
RTGS-BANK-REF983110,28289.15,,270,0,one-time
IMPS-Airtel-REF480788,1779.76,Airtel,38,0,one-time
IMPS-IRCTC-REF527413,11868.28,IRCTC,20,0,one-time
RECURRING-MONTHLY-NACH-PROVIDER-420931,706.58,,277,1,monthly
UPI-FORTIS-4120066433@ybl-102716,22980.06,Fortis,32,0,one-time
CARD-Flipkart-REF673586,1786.18,Flipkart,30,0,one-time
RECURRING-MONTHLY-NACH-Udemy-REF580115,2832.43,Udemy,39,1,monthly
NACH-BESCOM-679448,48797.65,BESCOM,29,0,one-time
IMPS-PERSON A-509557,279.67,,270,0,one-time
RECURRING-MONTHLY-IMPS-PayU-REF561775,39220.47,PayU,20,1,monthly
NACH-FLIPKART-007384,40436.22,Flipkart,30,0,one-time
RECURRING-MONTHLY-NEFT-Indigo-REF764265,1303.13,Indigo,32,1,monthly
CARD-KFC-REF949783,1105.5,KFC,37,0,one-time
RECURRING-MONTHLY-IMPS-Ola-REF636191,14039.48,Ola,20,1,monthly
NEFT-Zomato-REF489825,616.02,Zomato,22,0,one-time
NEFT-EMPLOYER-REF856819,32723.23,,270,0,one-time
CARD-Unacademy-REF727513,1788.17,Unacademy,20,0,one-time
RECURRING-MONTHLY-RTGS-LinkedIn Learning-REF611799,4677.71,LinkedIn Learning,20,1,monthly
RECURRING-WEEKLY-CARD-Indigo-REF863216,1302.0,Indigo,32,1,weekly
CARD-22714336,21246.69,Skyscanner,29,0,one-time
UPI-ZEPTO-0846433592@ybl-018915,5038.84,Zepto,37,0,one-time
UPI-CRED-3532896106@ybl-936617,18086.41,CRED,37,0,one-time
NEFT-Myntra-REF488183,3102.93,Myntra,38,0,one-time
UPI-CRED-REF625789,26743.45,CRED,38,0,one-time
RTGS-SKYSCANNER-REF810811,5713.3,Skyscanner,29,0,one-time
RECURRING-QUARTERLY-CARD-IRCTC-REF870320,6062.41,IRCTC,20,1,quarterly
IMPS-Hotstar-REF388445,310.3,Hotstar,20,0,one-time
CARD-25205344,4329.47,Apollo,38,0,one-time
NACH-INDIGO-726423,1627.41,Indigo,32,0,one-time
NEFT-Unacademy-REF245993,5029.93,Unacademy,16,0,one-time
RTGS-Netflix-REF481272,920.1,Netflix,47,0,one-time
NEFT-UberEats-REF180012,1203.69,UberEats,29,0,one-time
RTGS-BANK-REF758843,9266.32,,270,0,one-time
RECURRING-MONTHLY-NEFT-Hotstar-REF652509,274.02,Hotstar,20,1,monthly
RECURRING-MONTHLY-NEFT-Indigo-REF764265,1303.13,Indigo,32,1,monthly
IMPS-Udemy-REF703704,1639.74,Udemy,39,0,one-time
RECURRING-MONTHLY-CARD-Byju's-REF257281,4479.77,Byju's,20,1,monthly
RECURRING-MONTHLY-IMPS-PERSON B-762966,367.23,Udemy,39,1,monthly
RECURRING-MONTHLY-RECURRING-WEEKLY-NACH-Jio-REF776073,1976.68,Jio,30,1,monthly
NEFT-Spotify-REF881398,942.98,Spotify,48,0,one-time
UPI-BSNL-REF643078,743.0,BSNL,20,0,one-time
RTGS-APOLLO-REF744218,3376.46,Apollo,38,0,one-time
NACH-Zerodha-REF155748,37246.14,Zerodha,32,0,one-time
RECURRING-DAILY-RECURRING-MONTHLY-NEFT-Uber-REF623970,7817.96,Uber,20,1,daily
RECURRING-QUARTERLY-CARD-Flipkart-REF990705,552.31,Flipkart,30,1,quarterly
RECURRING-MONTHLY-UPI-Practo-REF596729,3017.21,Practo,20,1,monthly
NEFT-EMPLOYER-REF720196,31881.27,,270,0,one-time
RECURRING-MONTHLY-UPI-NETFLIX-0161712286@ybl-270818,827.47,Netflix,47,1,monthly
UPI-LANDLORD-2633310428@okhdfcbank,23600.13,,270,0,one-time
NACH-PROVIDER-011692,22311.4,,270,0,one-time
RTGS-Medibuddy-REF461242,1952.36,Medibuddy,20,0,one-time
RECURRING-MONTHLY-UPI-Ola-REF753750,10604.71,Ola,19,1,monthly
RECURRING-MONTHLY-IMPS-Moneycontrol-REF936328,11118.46,Moneycontrol,20,1,monthly
RECURRING-MONTHLY-NACH-TATA Power-REF524598,3359.39,TATA Power,20,1,monthly
NEFT-Caltex-REF946763,1602.59,Caltex,17,0,one-time
CARD-65101804,34287.58,,270,0,one-time
CARD-Apollo-REF361283,8819.96,Apollo,38,0,one-time
CARD-HDFC Life-REF787397,3284.71,HDFC Life,30,0,one-time
UPI-Coursera-REF798146,2622.85,Coursera,31,0,one-time
RECURRING-DAILY-NACH-ICICI Lombard-REF780686,6455.74,ICICI Lombard,20,1,daily
RECURRING-MONTHLY-NEFT-IOC-REF206966,1454.91,IOC,20,1,monthly
CARD-Zerodha-REF330416,21205.35,Zerodha,32,0,one-time
NEFT-ICICI Pru-REF289331,3165.45,ICICI Pru,35,0,one-time
RTGS-NETFLIX-REF795172,21427.12,Netflix,47,0,one-time
NEFT-BESCOM-REF213720,3389.41,BESCOM,29,0,one-time
NEFT-SWIGGY-REF315072,476.12,Swiggy,33,0,one-time
NACH-NETFLIX-099843,49413.35,Netflix,40,0,one-time
IMPS-MakeMyTrip-REF904736,9165.01,MakeMyTrip,31,0,one-time
UPI-KUVERA-4873875030@ybl-990904,6446.19,Kuvera,27,0,one-time
IMPS-PERSON A-907044,5965.94,,270,0,one-time
IMPS-PERSON B-362714,481.58,Swiggy,33,0,one-time
RECURRING-WEEKLY-IMPS-Zepto-REF542667,2032.13,Zepto,34,1,weekly
RECURRING-MONTHLY-UPI-Cure.fit-REF258388,2971.83,Cure.fit,20,1,monthly
IMPS-PERSON B-412690,49671.49,,270,0,one-time
IMPS-PERSON B-848968,7608.59,Skyscanner,29,0,one-time
RECURRING-MONTHLY-CARD-BSNL-REF977169,1652.77,BSNL,20,1,monthly
UPI-Spotify-REF846980,633.24,Spotify,48,0,one-time
IMPS-OYO-REF231614,13433.67,OYO,30,0,one-time
RECURRING-MONTHLY-NEFT-Shell-REF293341,1406.3,Shell,38,1,monthly
RECURRING-MONTHLY-CARD-Blinkit-REF975592,2248.65,Blinkit,38,1,monthly
RECURRING-MONTHLY-CARD-Razorpay-REF915109,40168.51,Razorpay,20,1,monthly
RTGS-Caltex-REF453495,1551.11,Caltex,17,0,one-time
IMPS-Zepto-REF524895,518.57,Zepto,34,0,one-time
NEFT-EMPLOYER-REF675845,40323.64,,270,0,one-time
UPI-JANE SMITH-5782032834@okhdfcbank,29090.1,,270,0,one-time
UPI-LANDLORD-9796196972@okhdfcbank,48795.45,,270,0,one-time
RECURRING-MONTHLY-NACH-Medibuddy-REF791053,5960.85,Medibuddy,20,1,monthly
UPI-BLINKIT-5666369023@ybl-642079,1777.11,Blinkit,35,0,one-time
IMPS-MakeMyTrip-REF904736,9482.94,MakeMyTrip,31,0,one-time
RECURRING-DAILY-RTGS-Blinkit-REF314800,1951.8,Blinkit,35,1,daily
RECURRING-MONTHLY-UPI-Practo-REF406414,4834.42,Practo,23,1,monthly
RTGS-AMAZON-REF124999,24623.14,Amazon,39,0,one-time
RECURRING-MONTHLY-NEFT-Vodafone-REF519090,4577.18,Vodafone,20,1,monthly
RECURRING-MONTHLY-RECURRING-MONTHLY-CARD-ICICI Lombard-REF892242,3476.2,ICICI Lombard,20,1,monthly
UPI-AMEX-8845474614@ybl-936688,15045.82,AmEx,13,0,one-time
RECURRING-QUARTERLY-UPI-HP-REF752446,1509.39,HP,20,1,quarterly
UPI-OYO-REF734786,5850.67,OYO,35,0,one-time
UPI-Byju's-REF576689,3612.66,Byju's,20,0,one-time
RECURRING-MONTHLY-CARD-Skyscanner-REF339921,5570.14,Skyscanner,29,1,monthly
