narration,amount,direction,channel,merchant,intent,category
NEFT-Hotstar-REF146579,194.89,debit,neft,Hotstar,subscription,entertainment
CARD-IOC-REF944849,1059.72,debit,card,IOC,fuel,fuel
NACH-PayU-REF887456,17212.87,debit,nach,PayU,credit_card_payment,credit_card_payments
NEFT-Medibuddy-REF198073,4323.63,debit,neft,Medibuddy,healthcare,healthcare
RTGS-PRIME VIDEO-REF601411,13357.28,debit,rtgs,Prime Video,entertainment,entertainment
UPI-LANDLORD-3644972946@okhdfcbank,29017.89,credit,upi,,cashback,personal_care
UPI-Jio-REF116568,3693.8,debit,upi,Jio,utilities,utilities
UPI-LANDLORD-6514638886@ybl,1578.71,debit,upi,,loan_payment,loans
CARD-CRED-REF621731,32680.66,debit,card,CRED,credit_card_payment,credit_card_payments
UPI-JANE SMITH-3720785684@okhdfcbank,16906.19,debit,upi,,rent,rent
UPI-JOHN DOE-7580564091@okhdfcbank,44407.77,debit,upi,,peer_transfer,transfers
NEFT-Apollo-REF827313,6600.92,debit,imps,Apollo,healthcare,healthcare
RTGS-SWIGGY-REF808304,622.34,debit,rtgs,Swiggy,food,food
RTGS-BANK-REF367491,5135.84,credit,rtgs,,income,salary
CARD-IOC-REF944849,1029.47,debit,upi,IOC,fuel,fuel
ACCENTURE-UPI-JOHN DOE-0420762754@okhdfcbank,80310.51,credit,upi,,salary,salary
IMPS-1mg-REF465654,8529.3,debit,imps,1mg,healthcare,healthcare
RTGS-BANK-REF687395,38833.11,credit,rtgs,,income,salary
RTGS-BSNL-REF202172,2311.45,debit,rtgs,BSNL,utilities,utilities
ACCENTURE-IIT-UPI-JOHN DOE-5750309883@okhdfcbank,86008.01,credit,upi,,salary,salary
CARD-HDFC Life-REF998166,8369.07,debit,card,HDFC Life,insurance,insurance
NEFT-Caltex-REF813999,1196.01,debit,neft,Caltex,fuel,fuel
NEFT-EMPLOYER-REF453636,37709.24,credit,neft,,cashback,personal_care
IMPS-PERSON A-509557,279.67,debit,imps,,cash_withdrawal,transfers
GOOGLE-UPI-LANDLORD-2988318769@okhdfcbank,107304.06,credit,upi,,salary,salary
UPI-BSNL-REF643078,743.0,debit,neft,BSNL,utilities,utilities
UPI-BIGBASKET-4499263254@ybl-273359,544.17,debit,upi,BigBasket,grocery,groceries
UPI-ZEPTO-0074530106@ybl-996067,22444.41,credit,upi,Zepto,refund,groceries
NEFT-BookMyShow-REF470047,986.91,debit,neft,BookMyShow,entertainment,entertainment
RTGS-MAKEMYTRIP-REF806894,39133.46,debit,neft,MakeMyTrip,travel,travel
UPI-Vodafone-REF717678,4378.78,debit,upi,Vodafone,utilities,utilities
IMPS-Groww-REF978696,13711.38,debit,imps,Groww,investment,investments
IMPS-Kuvera-REF363166,18201.34,debit,imps,Kuvera,investment,investments
CARD-Starbucks-REF177892,862.94,debit,card,Starbucks,food,dining
UPI-AMEX-5786869262@ybl-423939,14072.88,debit,card,AmEx,credit_card_payment,credit_card_payments
NEFT-EMPLOYER-REF569647,13500.0,credit,neft,,income,salary
NACH-Medibuddy-REF791053,5960.85,debit,nach,Medibuddy,healthcare,healthcare
UPI-JANE SMITH-5400432098@okhdfcbank,20062.71,debit,upi,,rent,rent
IMPS-PERSON B-324047,845.27,debit,imps,BigBasket,grocery,groceries
IMPS-CRED-REF637989,35226.49,debit,imps,CRED,credit_card_payment,credit_card_payments
NACH-MAKEMYTRIP-412269,9549.22,debit,nach,MakeMyTrip,travel,travel
CARD-28477268,1861.14,debit,card,Apollo,healthcare,healthcare
NACH-SWIGGY-071676,43300.74,debit,nach,Swiggy,cash_withdrawal,food
UPI-JIO-4457348286@ybl-396324,25715.74,debit,upi,Jio,utilities,utilities
UPI-LANDLORD-8214503218@ybl,24049.79,debit,upi,,rent,rent
UPI-JANE SMITH-9126476278@ybl,33084.27,debit,upi,,self_transfer,transfers
RTGS-MakeMyTrip-REF586459,3844.37,debit,rtgs,MakeMyTrip,travel,travel
NACH-BigBasket-REF929702,909.1,debit,nach,BigBasket,grocery,groceries
NACH-FLIPKART-291706,12363.13,credit,nach,Flipkart,refund,shopping
RTGS-BigBasket-REF612183,1465.0,debit,rtgs,BigBasket,grocery,groceries
NACH-BLINKIT-598624,1216.63,debit,nach,Blinkit,grocery,groceries
NEFT-AMAZON-REF822440,25911.12,debit,neft,Amazon,education,shopping
NACH-Paytm-REF432843,1557.08,debit,card,Paytm,shopping,shopping
CARD-80168912,30521.83,debit,upi,Airtel,utilities,utilities
IMPS-PERSON B-392256,15606.98,debit,imps,,emi_payment,emi
IMPS-Practo-REF429673,4428.0,debit,imps,Practo,healthcare,healthcare
IMPS-CRED-REF806769,40177.21,debit,imps,CRED,credit_card_payment,credit_card_payments
CARD-22833859,32521.89,debit,card,Apollo,healthcare,healthcare
UPI-PRIME VIDEO-4424111451@ybl-522781,4199.24,debit,upi,Prime Video,entertainment,entertainment
RTGS-ZEPTO-REF671580,1224.44,debit,upi,Zepto,grocery,groceries
NACH-TATA Power-REF126804,2480.9,debit,upi,TATA Power,utilities,utilities
UPI-MYNTRA-3926195241@ybl-029898,37332.53,credit,neft,Myntra,refund,shopping
UPI-Prime Video-REF843235,362.8,debit,upi,Prime Video,subscription,entertainment
NEFT-ICICI Lombard-REF754261,3195.91,debit,neft,ICICI Lombard,insurance,insurance
NACH-MAKEMYTRIP-596410,49728.8,debit,card,MakeMyTrip,travel,travel
UPI-JOHN DOE-4752892539@okhdfcbank,26192.74,debit,neft,,rent,rent
CARD-Zomato-REF708290,627.37,debit,card,Zomato,food,food
UPI-NETFLIX-5570241460@ybl-378084,354.89,debit,upi,Netflix,subscription,subscriptions
IMPS-PERSON A-903303,32439.33,debit,neft,Skyscanner,travel,travel
UPI-LinkedIn Learning-REF725880,1877.31,debit,upi,LinkedIn Learning,education,education
CARD-41146359,4000.41,debit,card,Prime Video,entertainment,entertainment
IMPS-PERSON A-580953,32666.76,debit,imps,,emi_payment,emi
NEFT-TATA Power-REF555644,4178.23,debit,neft,TATA Power,utilities,utilities
NEFT-FORTIS-REF801971,33079.34,debit,neft,Fortis,healthcare,healthcare
NEFT-Razorpay-REF400314,19860.9,debit,neft,Razorpay,credit_card_payment,credit_card_payments
RTGS-ZEPTO-REF671580,1224.44,debit,rtgs,Zepto,grocery,groceries
NEFT-BSNL-REF249917,4688.41,debit,neft,BSNL,utilities,utilities
IMPS-KFC-REF997785,1511.47,debit,neft,KFC,food,dining
RTGS-Swiggy-REF862469,1328.96,debit,rtgs,Swiggy,food,food
NEFT-OYO-REF355207,11996.62,debit,neft,OYO,travel,travel
UPI-Zepto-REF158924,3042.74,debit,upi,Zepto,grocery,groceries
IMPS-CRED-REF637989,37667.86,debit,imps,CRED,credit_card_payment,credit_card_payments
NEFT-FORTIS-REF801971,29775.17,debit,neft,Fortis,healthcare,healthcare
NEFT-Zepto-REF628679,1257.55,debit,neft,Zepto,grocery,groceries
NACH-PROVIDER-756225,40520.76,debit,nach,,cash_withdrawal,transfers
UPI-OYO-REF825879,4109.69,debit,upi,OYO,travel,travel
NACH-PayU-REF887456,17212.87,debit,nach,PayU,credit_card_payment,credit_card_payments
NACH-Airtel-REF449993,888.5,debit,neft,Airtel,utilities,utilities
IMPS-Paytm-REF529569,1289.56,debit,imps,Paytm,shopping,shopping
RTGS-Ola-REF900342,7565.24,debit,rtgs,Ola,travel,travel
UPI-FORTIS-4120066433@ybl-102716,22558.87,debit,upi,Fortis,healthcare,healthcare
RTGS-SPOTIFY-REF989721,52523.5,debit,rtgs,Spotify,entertainment,entertainment
IMPS-Razorpay-REF255679,35599.33,debit,imps,Razorpay,credit_card_payment,credit_card_payments
UPI-Flipkart-REF550038,1878.7,debit,upi,Flipkart,shopping,shopping
RTGS-BANK-REF367562,14625.92,debit,neft,,emi_payment,emi
UPI-LANDLORD-2633310428@okhdfcbank,23600.13,debit,upi,,peer_transfer,transfers
RTGS-Google Pay-REF114521,1867.41,debit,rtgs,Google Pay,shopping,shopping
IMPS-Ola-REF636191,14711.5,debit,imps,Ola,travel,travel
IMPS-UberEats-REF464467,694.63,debit,imps,UberEats,food,food
NEFT-Hotstar-REF481677,734.49,debit,imps,Hotstar,subscription,entertainment
NEFT-Spotify-REF419935,891.04,debit,neft,Spotify,subscription,entertainment
UPI-NETFLIX-7469145098@ybl-459157,916.65,debit,upi,Netflix,subscription,subscriptions
IMPS-Spotify-REF320044,232.72,debit,imps,Spotify,subscription,entertainment
RTGS-Airtel-REF779315,3627.47,debit,rtgs,Airtel,utilities,utilities
UPI-JOHN DOE-3900143148@ybl,29651.53,debit,upi,,self_transfer,transfers
RTGS-BANK-REF715858,47593.96,debit,imps,,emi_payment,emi
IMPS-PERSON B-115480,44663.46,debit,imps,Apollo,healthcare,healthcare
NEFT-Moneycontrol-REF608145,31597.17,debit,neft,Moneycontrol,investment,investments
IIT-INFOSYS-UPI-JOHN DOE-3542596187@okhdfcbank,101459.38,credit,upi,,salary,salary
CARD-Groww-REF790241,28052.76,debit,card,Groww,investment,investments
NEFT-Zomato-REF489825,616.02,debit,neft,Zomato,food,food
UPI-ICICI PRU-5093957730@ybl-128383,14107.02,debit,upi,ICICI Pru,insurance,insurance
UPI-BIGBASKET-7256637588@ybl-734459,29092.31,credit,upi,BigBasket,refund,groceries
NACH-Paytm-REF511732,1655.39,debit,nach,Paytm,shopping,shopping
NACH-BigBasket-REF212808,1839.21,debit,nach,BigBasket,grocery,groceries
NEFT-Prime Video-REF610307,628.25,debit,neft,Prime Video,subscription,entertainment
RTGS-ZOMATO-REF849394,17677.91,debit,rtgs,Zomato,cash_withdrawal,food
UPI-Myntra-REF364648,2155.38,debit,upi,Myntra,shopping,shopping
NEFT-ZEPTO-REF167781,977.66,debit,neft,Zepto,grocery,groceries
IMPS-Jio-REF466603,2406.17,debit,card,Jio,utilities,utilities
COMPANY-UPI-LANDLORD-4428714227@okhdfcbank,108586.66,credit,upi,,salary,salary
NACH-Zerodha-REF851969,42675.39,debit,card,Zerodha,investment,investments
NACH-KFC-153056,38406.25,debit,nach,KFC,entertainment,dining
NACH-Zomato-REF400128,1067.08,debit,nach,Zomato,food,food
NEFT-Vodafone-REF332790,3171.11,debit,neft,Vodafone,utilities,utilities
CARD-58773044,19539.36,credit,card,,income,salary
NACH-INDIGO-446212,1654.81,debit,nach,Indigo,fuel,fuel
UPI-Prime Video-REF853489,505.49,debit,neft,Prime Video,subscription,entertainment
CARD-Zepto-REF703748,1955.64,debit,upi,Zepto,grocery,groceries
CARD-YouTube Premium-REF419677,980.09,debit,neft,YouTube Premium,subscription,entertainment
IMPS-Vodafone-REF957405,3098.85,debit,card,Vodafone,utilities,utilities
UPI-SPOTIFY-6917915677@ybl-559768,288.74,debit,upi,Spotify,subscription,subscriptions
IMPS-Uber-REF420294,3084.66,debit,imps,Uber,travel,travel
RTGS-SHELL-REF333405,1930.11,debit,rtgs,Shell,fuel,fuel
NEFT-Netflix-REF228903,932.48,debit,neft,Netflix,subscription,entertainment
NEFT-Prime Video-REF610307,628.25,debit,neft,Prime Video,subscription,entertainment
UPI-PayU-REF962850,45950.66,debit,imps,PayU,credit_card_payment,credit_card_payments
RTGS-Groww-REF814022,7221.45,debit,rtgs,Groww,investment,investments
UPI-Swiggy-REF474695,976.33,debit,upi,Swiggy,food,food
NEFT-Spotify-REF419935,891.04,debit,neft,Spotify,subscription,entertainment
IMPS-LIC-REF717867,2423.88,debit,imps,LIC,insurance,insurance
GOOGLE-UPI-LANDLORD-9585113878@okhdfcbank,73762.19,credit,upi,,salary,salary
NEFT-EMPLOYER-REF569647,13057.04,credit,card,,income,salary
NEFT-EMPLOYER-REF105767,34967.61,debit,neft,,cash_withdrawal,transfers
NEFT-EMPLOYER-REF118736,30261.57,credit,neft,,income,salary
UPI-Vodafone-REF788886,1270.08,debit,upi,Vodafone,utilities,utilities
IMPS-PERSON B-784043,40241.0,credit,imps,,income,salary
NACH-SWIGGY-071676,46474.82,debit,nach,Swiggy,cash_withdrawal,food
UPI-NETFLIX-3358029248@ybl-378084,336.98,debit,upi,Netflix,subscription,subscriptions
UPI-GROWW-3828478694@ybl-258620,7868.09,debit,upi,Groww,investment,investments
UPI-BookMyShow-REF540512,965.1,debit,upi,BookMyShow,entertainment,entertainment
NACH-Kuvera-REF483945,14522.77,debit,nach,Kuvera,investment,investments
UPI-JOHN DOE-7888265414@okhdfcbank,28177.92,debit,upi,,peer_transfer,transfers
UPI-LANDLORD-8130883817@okhdfcbank,22795.89,credit,upi,,income,salary
CARD-LinkedIn Learning-REF240210,2674.76,debit,card,LinkedIn Learning,education,education
NACH-Zerodha-REF473080,7924.95,debit,nach,Zerodha,investment,investments
NEFT-1mg-REF819145,8802.86,debit,neft,1mg,healthcare,healthcare
UPI-MAKEMYTRIP-7387879212@ybl-248056,13021.8,debit,upi,MakeMyTrip,travel,travel
IMPS-Kuvera-REF374575,17033.09,debit,imps,Kuvera,investment,investments
RTGS-LIC-REF525900,8633.67,debit,rtgs,LIC,insurance,insurance
NEFT-Hotstar-REF146579,227.5,debit,neft,Hotstar,subscription,entertainment
CARD-ICICI Lombard-REF267275,6315.92,debit,card,ICICI Lombard,insurance,insurance
NEFT-Vodafone-REF332790,3171.11,debit,neft,Vodafone,utilities,utilities
UPI-Jio-REF302416,2499.41,debit,upi,Jio,utilities,utilities
NEFT-BESCOM-REF811948,4479.34,debit,neft,BESCOM,utilities,utilities
RTGS-BANK-REF367562,16050.19,debit,rtgs,,emi_payment,emi
IMPS-Google Pay-REF392713,555.03,debit,imps,Google Pay,shopping,shopping
UPI-HP-REF752446,1509.39,debit,upi,HP,fuel,fuel
UPI-Starbucks-REF624630,1835.83,debit,card,Starbucks,food,dining
RTGS-PRIME VIDEO-REF856069,29916.71,debit,rtgs,Prime Video,entertainment,entertainment
CARD-66327002,48336.91,debit,card,,self_transfer,personal_care
UPI-GROWW-3222793706@ybl-601345,9835.17,debit,upi,Groww,investment,investments
UPI-Flipkart-REF178181,1781.86,debit,upi,Flipkart,shopping,shopping
CARD-Vodafone-REF988200,3365.72,debit,card,Vodafone,utilities,utilities
UPI-NETFLIX-3662618171@ybl-111125,717.17,debit,upi,Netflix,subscription,subscriptions
RTGS-Swiggy-REF617192,491.26,debit,rtgs,Swiggy,food,food
RTGS-BANK-REF715858,46931.5,debit,rtgs,,emi_payment,emi
NACH-Swiggy-REF959416,1089.88,debit,nach,Swiggy,food,food
UPI-TATA Power-REF388568,3011.38,debit,upi,TATA Power,utilities,utilities
RTGS-YouTube Premium-REF843307,917.08,debit,rtgs,YouTube Premium,subscription,entertainment
CARD-Razorpay-REF615324,49365.19,debit,card,Razorpay,credit_card_payment,credit_card_payments
CARD-OYO-REF667860,5231.26,debit,card,OYO,travel,travel
UPI-Swiggy-REF474695,976.33,debit,upi,Swiggy,food,food
CARD-Vodafone-REF286380,4533.72,debit,card,Vodafone,utilities,utilities
CARD-PayU-REF120891,38280.14,debit,card,PayU,credit_card_payment,credit_card_payments
NACH-SHELL-281211,957.03,debit,card,Shell,fuel,fuel
UPI-Bajaj Allianz-REF542793,9654.79,debit,upi,Bajaj Allianz,insurance,insurance
RTGS-Hotstar-REF549342,854.43,debit,rtgs,Hotstar,subscription,entertainment
UPI-UBEREATS-6704010684@ybl-876265,611.86,debit,upi,UberEats,food,food
IMPS-PERSON B-446082,33512.77,credit,imps,,income,salary
RTGS-Netflix-REF350911,304.66,debit,rtgs,Netflix,subscription,entertainment
UPI-LANDLORD-2378718345@okhdfcbank,25909.42,debit,upi,,loan_payment,loans
IMPS-LIC-REF341104,9316.9,debit,imps,LIC,insurance,insurance
RTGS-Blinkit-REF685210,940.93,debit,rtgs,Blinkit,grocery,groceries
NEFT-Byju's-REF474361,3546.84,debit,neft,Byju's,education,education
CARD-UberEats-REF528949,579.31,debit,card,UberEats,food,food
NACH-LIC-REF784359,6214.6,debit,card,LIC,insurance,insurance
RTGS-BANK-REF118147,4199.22,debit,rtgs,,self_transfer,transfers
UPI-CRED-4403446249@ybl-194634,12941.42,debit,upi,CRED,credit_card_payment,credit_card_payments
UPI-Upstox-REF192060,41910.1,debit,card,Upstox,investment,investments
RTGS-Shell-REF348176,828.96,debit,rtgs,Shell,fuel,fuel
UPI-Starbucks-REF344337,434.99,debit,upi,Starbucks,food,dining
INFOSYS-UPI-JOHN DOE-3542596187@okhdfcbank,102386.11,credit,upi,,salary,salary
NEFT-LinkedIn Learning-REF844255,2503.3,debit,neft,LinkedIn Learning,education,education
UPI-AMEX-0809878655@ybl-129421,15886.08,debit,upi,AmEx,credit_card_payment,credit_card_payments
UPI-PayU-REF572762,16559.69,debit,upi,PayU,credit_card_payment,credit_card_payments
UPI-Kuvera-REF328907,44281.09,debit,upi,Kuvera,investment,investments
NEFT-Vodafone-REF873196,2472.96,debit,neft,Vodafone,utilities,utilities
CARD-YouTube Premium-REF419677,980.09,debit,card,YouTube Premium,subscription,entertainment
NACH-HDFC Life-REF718491,2994.27,debit,nach,HDFC Life,insurance,insurance
RTGS-COURSERA-REF518937,10672.37,debit,rtgs,Coursera,self_transfer,education
UPI-SPOTIFY-2772693993@ybl-502678,682.41,debit,imps,Spotify,subscription,subscriptions
RTGS-Airtel-REF623647,1434.64,debit,rtgs,Airtel,utilities,utilities
NACH-MAKEMYTRIP-013667,31440.98,debit,nach,MakeMyTrip,travel,travel
NACH-LIC-REF691869,1967.82,debit,nach,LIC,insurance,insurance
UPI-LIC-3232463384@ybl-877323,10252.82,debit,upi,LIC,insurance,insurance
NEFT-ICICI Pru-REF699255,7276.14,debit,neft,ICICI Pru,insurance,insurance
IMPS-Flipkart-REF641744,1558.03,debit,imps,Flipkart,shopping,shopping
UPI-SPOTIFY-3801277826@ybl-289869,788.75,debit,upi,Spotify,subscription,subscriptions
NACH-Groww-REF269490,36836.73,debit,nach,Groww,investment,investments
CARD-Razorpay-REF822661,15336.73,debit,card,Razorpay,credit_card_payment,credit_card_payments
NEFT-Practo-REF656544,6991.19,debit,neft,Practo,healthcare,healthcare
UPI-LANDLORD-0006135431@ybl,30762.54,debit,upi,,peer_transfer,transfers
UPI-LANDLORD-0434532157@okhdfcbank,48755.02,debit,upi,,loan_payment,loans
NEFT-Medibuddy-REF431162,10015.53,debit,neft,Medibuddy,healthcare,healthcare
NEFT-Byju's-REF296213,793.89,debit,neft,Byju's,education,education
CARD-Swiggy-REF642422,653.51,debit,card,Swiggy,food,food
IMPS-OYO-REF231614,13433.67,debit,imps,OYO,travel,travel
CARD-Indigo-REF535571,1802.43,debit,card,Indigo,fuel,fuel
IMPS-1mg-REF118567,5294.36,debit,neft,1mg,healthcare,healthcare
RTGS-Hotstar-REF620986,414.39,debit,rtgs,Hotstar,subscription,entertainment
NACH-Jio-REF411353,644.18,debit,nach,Jio,utilities,utilities
CARD-08164758,13515.27,debit,card,KFC,insurance,dining
CARD-26731782,216.89,debit,card,,subscription,personal_care
RTGS-Cure.fit-REF185837,1300.83,debit,rtgs,Cure.fit,healthcare,personal_care
IMPS-PERSON A-100086,39488.49,debit,imps,Spotify,entertainment,entertainment
CARD-Fortis-REF846493,3691.65,debit,card,Fortis,healthcare,healthcare
IMPS-Razorpay-REF146077,6578.42,debit,imps,Razorpay,credit_card_payment,credit_card_payments
IMPS-PERSON B-446082,29484.23,credit,card,,income,salary
RTGS-AMAZON-REF124999,24623.14,credit,rtgs,Amazon,cashback,shopping
UPI-Bajaj Allianz-REF892840,5697.73,debit,upi,Bajaj Allianz,insurance,insurance
UPI-IRCTC-REF475538,5945.32,debit,neft,IRCTC,travel,travel
UPI-AMEX-8949023151@ybl-483512,7444.63,debit,imps,AmEx,credit_card_payment,credit_card_payments
NACH-Paytm-REF746112,1646.24,debit,nach,Paytm,shopping,shopping
IMPS-Spotify-REF681272,668.36,debit,imps,Spotify,subscription,entertainment
RTGS-TATA Power-REF967929,3235.34,debit,rtgs,TATA Power,utilities,utilities
IMPS-Practo-REF268848,4566.88,debit,imps,Practo,healthcare,healthcare
RTGS-BLINKIT-REF649890,424.47,debit,rtgs,Blinkit,grocery,groceries
UPI-GROWW-6558232971@ybl-847802,9806.42,debit,upi,Groww,investment,investments
NACH-HP-REF252952,1023.94,debit,nach,HP,fuel,fuel
NACH-PROVIDER-504553,25271.89,debit,nach,,cash_withdrawal,transfers
RTGS-MAKEMYTRIP-REF023512,38581.02,debit,rtgs,MakeMyTrip,travel,travel
RTGS-Byju's-REF307032,3145.78,debit,card,Byju's,education,education
NACH-HDFC Life-REF880574,9819.74,debit,nach,HDFC Life,insurance,insurance
NEFT-Unacademy-REF245993,4606.08,debit,neft,Unacademy,education,education
NEFT-Reliance-REF332799,1394.64,debit,neft,Reliance,fuel,fuel
RTGS-SHELL-REF333405,1820.19,debit,rtgs,Shell,fuel,fuel
NACH-Hotstar-REF571422,380.75,debit,nach,Hotstar,subscription,entertainment
NEFT-CRED-REF459253,9369.84,debit,neft,CRED,credit_card_payment,credit_card_payments
UPI-JOHN DOE-4266101208@okhdfcbank,3185.85,debit,upi,,peer_transfer,transfers
IMPS-PERSON A-907044,5965.94,credit,imps,,income,salary
NACH-PROVIDER-395764,110.67,debit,upi,,emi_payment,emi
NACH-OYO-REF301180,15076.64,debit,nach,OYO,travel,travel
CARD-Zomato-REF693420,1031.54,debit,card,Zomato,food,food
UPI-CRED-1131242177@ybl-669703,21888.57,debit,upi,CRED,credit_card_payment,credit_card_payments
GOOGLE-UPI-LANDLORD-2583295001@okhdfcbank,107249.45,credit,imps,,salary,salary
NACH-BESCOM-948787,39973.63,debit,imps,BESCOM,utilities,utilities
IMPS-Kuvera-REF795929,38916.57,debit,imps,Kuvera,investment,investments
RTGS-INDIGO-REF682494,985.22,debit,rtgs,Indigo,fuel,fuel
UPI-GROWW-1336869411@ybl-790278,7616.68,debit,upi,Groww,investment,investments
CARD-BESCOM-REF961866,3917.27,debit,card,BESCOM,utilities,utilities
CARD-39306420,33258.67,debit,card,Flipkart,education,shopping
NACH-1mg-REF419783,7610.8,debit,nach,1mg,healthcare,healthcare
NEFT-CRED-REF996971,22810.59,debit,imps,CRED,credit_card_payment,credit_card_payments
GOOGLE-UPI-LANDLORD-2583295001@okhdfcbank,113050.04,credit,upi,,salary,salary
NACH-Razorpay-REF550025,40997.52,debit,nach,Razorpay,credit_card_payment,credit_card_payments
IMPS-1mg-REF868825,5596.41,debit,imps,1mg,healthcare,healthcare
NEFT-EMPLOYER-REF919748,15513.68,debit,upi,,emi_payment,emi
ACCENTURE-UPI-JOHN DOE-0420762754@okhdfcbank,94426.59,credit,upi,,salary,salary
RTGS-Razorpay-REF833419,39418.8,debit,rtgs,Razorpay,credit_card_payment,credit_card_payments
UPI-LANDLORD-8130883817@okhdfcbank,23649.83,credit,upi,,income,salary
NACH-BESCOM-417445,17403.53,debit,nach,BESCOM,utilities,utilities
IMPS-PERSON A-203974,21241.15,debit,imps,,self_transfer,transfers
CARD-BESCOM-REF813610,675.03,debit,card,BESCOM,utilities,utilities
